StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1318,15,1,0,2,11.3896477627318,3,1,3,1,0,0,0,3.19104611821992,1
1319,17,1,2,2,17.2222704012285,11,0,3,0,0,1,0,2.81542127530912,2
1320,16,0,1,1,1.56676435524013,10,0,3,0,0,0,0,2.1571223032651,3
1321,18,1,0,1,1.45149596089422,2,0,1,1,0,0,0,2.72382806040106,2
1322,15,1,0,1,17.006354163152,11,0,4,1,0,0,0,2.62769390555435,2
1323,18,1,0,1,4.25700172076715,29,1,3,1,1,0,0,0.912415620835426,4
1324,16,0,0,0,13.3750650889963,4,0,2,0,0,0,0,2.60962308181745,2
1325,16,1,1,2,10.8575626472161,5,1,1,0,1,0,0,2.98199225540616,2
1326,16,0,3,4,16.6578718977446,18,0,3,0,0,0,0,1.6250827736962,4
1327,17,0,2,4,2.50177819672807,17,0,3,0,1,0,0,1.36169841785941,4
1328,17,1,0,3,2.59565931445223,15,1,3,0,0,0,0,1.91696189612943,4
1329,18,1,2,2,11.1363672055662,22,0,0,0,0,0,0,1.01125319461675,4
1330,18,0,2,2,18.9275730671674,10,0,1,1,1,0,0,2.33215904050512,3
1331,15,1,2,1,8.29995516741509,4,0,2,1,1,1,0,3.38793834776599,1
1332,15,0,0,2,6.5388420050939,8,0,3,0,1,0,0,2.38469079135841,3
1333,18,0,0,2,12.1337864639577,2,0,0,0,0,0,0,2.78081699561049,2
1334,17,1,0,2,18.6089720109006,29,0,2,0,1,0,1,0.534835753539473,4
1335,16,1,0,2,16.7385566568925,7,0,2,0,0,0,0,2.54221434878204,2
1336,18,0,0,1,19.9096722146644,5,0,3,0,0,0,0,3.00712906743128,1
1337,15,0,0,1,0.451371664047542,3,0,2,1,0,0,0,2.98580981437681,2
1338,17,0,0,3,2.25716289425524,11,0,2,0,1,0,0,1.9493060573283,4
1339,18,0,2,0,12.1893552673324,11,0,3,0,0,0,0,2.1478451963635,3
1340,18,1,0,2,16.411528786677,24,0,4,0,0,0,1,1.17576802523584,4
1341,17,1,0,3,5.70488684613533,20,0,1,1,0,0,0,1.40036325409442,4
1342,18,1,3,2,4.78422176068438,15,0,1,1,0,1,0,1.75554402334139,4
1343,17,1,3,2,15.739515987624,9,0,4,1,0,1,0,2.90009623920555,2
1344,16,1,2,1,1.12763707706463,21,0,2,0,0,0,0,1.03345949069016,4
1345,17,0,3,1,7.3876529516517,13,0,3,0,0,0,1,1.90774236338715,4
1346,17,1,1,3,10.1161844518466,12,0,3,0,0,0,0,1.88090928976548,4
1347,17,1,3,2,11.2069734870065,8,0,1,0,1,1,0,2.61495035394979,2
1348,18,1,0,2,14.5723031358555,6,0,3,1,0,1,0,3.10713559357261,1
1349,18,1,0,0,7.09691446861316,11,0,3,0,0,0,0,1.38646456150001,4
1350,17,1,0,0,12.2536868934921,4,0,2,0,0,0,0,2.83376007184481,2
1351,18,0,0,4,11.7075084558191,17,0,0,0,0,1,0,1.08615139735499,4
1352,15,0,0,1,10.9523220130749,3,0,4,0,0,0,0,2.8740373600353,2
1353,15,0,1,2,12.8096658628442,1,0,2,0,1,0,0,2.89567130465918,2
1354,18,1,2,0,5.18898342136153,2,1,3,0,0,0,0,3.18130760227711,1
1355,18,0,1,2,1.69297507169258,25,0,3,0,0,0,0,0.471283108843432,4
1356,17,0,0,3,2.38543344079487,11,1,2,0,0,0,0,2.21137952797335,3
1357,16,1,2,2,4.49164765307802,2,1,3,1,1,0,0,3.37525225524608,1
1358,18,1,1,1,10.0039587104557,3,0,4,0,1,0,0,3.20385819079693,1
1359,15,1,0,2,16.8088550109204,5,0,2,0,0,1,0,3.35017911059249,1
1360,17,0,1,2,14.0258668417677,11,0,2,0,0,0,0,1.72579152974271,4
1361,18,0,0,2,15.7808120840409,18,0,4,1,0,0,0,2.2166038146961,3
1362,15,1,0,3,7.01951247852183,9,0,1,1,0,0,1,2.00462731700749,3
1363,15,1,3,2,8.093074832971,29,1,0,0,0,0,0,0.715742045544675,4
1364,16,0,0,3,7.87363771981226,0,1,4,0,0,1,0,3.88064008486974,0
1365,17,0,0,2,3.83746368809003,16,0,3,1,0,1,0,1.68952815841894,4
1366,17,1,2,1,1.22433316287144,15,0,4,1,1,0,1,1.75797880350143,4
1367,16,1,2,1,11.8183218565445,8,0,0,0,0,0,0,2.13639954624039,3
1368,16,0,0,1,19.7843336684117,24,1,1,0,1,0,0,0.911568270646688,4
1369,17,1,0,3,3.33659409900526,20,1,1,0,0,0,0,1.1378011102056,4
1370,17,0,0,2,0.933696397985475,8,1,3,1,0,0,1,2.34926492736688,3
1371,18,0,1,2,15.5906336364787,26,0,3,0,0,0,0,0.623747436547288,4
1372,18,0,0,1,5.05172013369448,22,0,2,0,0,1,0,0.341029445925127,4
1373,16,0,0,1,16.5928761070586,8,0,0,0,0,0,0,2.2238136667517,3
1374,18,1,3,2,14.0787333406903,11,0,3,0,0,0,1,2.32824038463015,3
1375,15,1,1,2,18.9134707410161,22,1,2,1,0,0,0,1.62307782200885,4
1376,18,0,0,1,8.17854471513344,8,1,1,1,0,0,0,2.2008963215286,3
1377,18,0,1,2,13.2393967890127,14,0,4,0,1,0,0,2.58411065506386,2
1378,15,0,1,0,9.29709561626541,1,0,1,1,0,0,0,2.9965033042477,2
1379,16,0,0,1,12.6117739461709,10,0,3,0,0,1,0,2.37399348143585,3
1380,15,0,0,2,8.99197812015475,10,1,3,1,0,0,0,2.83040445570955,2
1381,18,1,2,1,3.7726449284815,7,0,2,1,1,0,1,2.52511553383549,2
1382,16,1,0,4,10.1579483200676,22,0,1,1,0,0,0,1.04298165058828,4
1383,18,1,1,1,10.5716840287488,5,0,2,1,0,0,1,2.66109690367022,2
1384,15,1,0,1,16.2120769652032,20,0,3,0,0,0,0,1.59959388772805,4
1385,15,0,0,1,14.7104141158716,19,1,1,1,0,0,0,1.7994091491725,4
1386,18,0,0,2,13.2758324788289,6,0,3,0,0,0,0,2.65763855669601,2
1387,17,0,0,2,2.26774191105145,2,0,4,0,0,0,0,2.9984840618831,2
1388,17,0,0,2,14.4123258132743,7,0,4,0,0,1,0,2.97740843289268,2
1389,15,0,0,0,10.0061031270903,17,0,2,0,0,0,0,1.37516413694781,4
1390,15,1,2,0,17.8819907221232,16,0,3,1,0,0,1,1.84886644019124,4
1391,17,0,3,2,18.3974186826109,10,0,4,0,0,0,0,2.44245620012927,3
1392,17,1,2,3,1.10313181203571,1,0,2,1,0,0,0,2.85603851435321,2
1393,18,1,2,3,16.4128312070896,24,1,1,1,0,0,0,1.2061502302551,4
1394,18,1,0,0,0.753947808453412,20,0,1,1,1,0,0,0.895902990399077,4
1395,17,1,3,2,7.34339251390045,26,0,1,0,0,0,0,0.273190929158343,4
1396,18,0,0,3,10.8459995124216,23,0,3,0,0,1,0,0.66750896106505,4
1397,18,1,3,1,2.96201597254255,18,0,2,0,0,0,0,1.08944060415243,4
1398,16,1,3,3,14.9262762513815,6,0,3,0,0,0,0,2.81321100812163,2
1399,18,1,2,1,0.167094083442771,17,1,3,1,0,0,1,1.8687585897072,4
1400,15,0,3,3,3.37198096868074,7,0,3,1,1,0,0,3.03569359551084,1
1401,18,0,1,2,11.6159365970695,13,0,3,0,0,0,1,2.13535680128746,3
1402,18,0,0,3,14.2877512407458,6,0,0,1,0,1,0,3.03811612920999,1
1403,17,1,0,2,18.3328620538783,27,0,3,0,1,0,0,0.994129410386746,4
1404,15,1,1,1,14.1099330386925,20,0,2,0,0,0,0,1.23255716573282,4
1405,18,0,0,3,13.4355854050973,27,0,2,0,1,0,0,0.864403742999579,4
1406,18,1,1,1,7.88682292701329,26,0,0,0,0,0,0,0.115231854848827,4
1407,16,0,3,1,0.0256885105360283,3,0,4,1,0,0,0,2.93458630526649,2
1408,18,0,0,2,2.40318517471244,16,0,4,1,0,0,0,2.04693881710963,3
1409,18,1,2,2,10.6910908951208,4,0,2,1,0,0,0,3.06547313363424,1
1410,16,1,3,3,13.5025977168884,11,0,2,0,1,0,0,2.43702630011427,3
1411,17,1,3,1,8.34896567792925,8,0,3,0,1,0,0,2.42761463595767,3
1412,18,1,3,2,14.6135802305678,25,0,1,0,0,0,0,0.777150954759191,4
1413,16,0,1,2,10.4372459066436,19,1,1,1,1,1,0,1.87957544516673,4
1414,15,0,3,0,1.48352391188624,12,0,3,0,0,0,0,1.5965748744046,4
1415,17,0,2,1,3.84032501935898,24,0,1,0,1,0,0,0.704595243464659,4
1416,15,0,0,1,16.7999644648789,27,0,2,1,1,0,0,0.764186697389649,4
1417,15,0,0,1,14.4982549324888,17,1,2,1,0,0,0,1.50341667930531,4
1418,16,1,2,4,17.8952397402499,19,1,2,1,0,0,0,1.52583786215613,4
1419,18,0,0,2,2.35114498241873,8,0,1,1,1,0,0,2.27084110752442,3
1420,16,0,1,2,19.8044506923015,3,0,2,0,0,0,0,3.40235253864445,1
1421,16,0,1,4,4.18813427899867,20,1,2,0,1,0,0,1.43820496836762,4
1422,16,1,0,1,0.23559752573284,26,0,2,0,0,1,0,0.336571298608156,4
1423,16,1,1,3,19.9484587810711,7,0,3,0,0,0,0,3.11228113652054,1
1424,17,1,2,2,5.62147770890226,0,1,4,0,0,1,0,3.77069472184229,0
1425,18,1,0,3,13.3603890502512,16,0,1,0,0,0,0,1.65561332252205,4
1426,15,0,0,1,3.5336462835261,24,0,3,1,0,0,1,1.05046969155968,4
1427,15,0,0,3,11.6045706439828,8,1,1,0,0,1,0,2.53539128368868,2
1428,18,1,0,1,18.0806997290912,19,0,2,0,0,0,1,1.39609049424525,4
1429,15,1,3,1,6.40362334856877,12,0,2,1,1,0,0,2.02541698239946,3
1430,18,0,0,2,13.4050795208872,1,0,2,0,0,0,0,3.26830254785319,1
1431,15,0,1,1,3.75807177596833,12,0,3,1,1,0,0,2.01721803884332,3
1432,16,1,0,2,12.4959079743745,8,0,2,1,0,0,0,2.39768257949156,3
1433,15,1,0,2,6.7290070363502,29,0,2,1,0,0,0,0.287867323329123,4
1434,18,1,2,2,4.22416517175903,19,0,3,0,1,1,0,1.54871021113503,4
1435,18,1,2,1,6.2636410140727,5,1,1,1,0,0,0,2.90524211230726,2
1436,18,0,0,0,3.57682137015599,27,0,1,0,1,0,0,0.248977131230726,4
1437,18,0,0,1,18.0383221567577,0,1,0,1,0,0,0,3.4184098665462,1
1438,18,0,0,2,7.94373772634258,27,1,1,0,0,0,0,0.582920886468958,4
1439,17,1,0,1,4.90558609948735,24,0,2,0,1,0,0,0.930028645913522,4
1440,17,1,1,1,8.96815682031866,4,0,2,1,0,1,0,2.67908571805819,2
1441,15,0,0,1,6.41072333612991,2,1,1,0,0,0,1,3.10623042498445,1
1442,18,0,0,0,14.8883850762665,3,0,0,1,0,0,1,2.78128788370003,2
1443,15,0,0,2,19.4243982377099,0,0,3,0,1,1,1,4,0
1444,18,0,3,3,8.76067313395294,13,0,3,1,1,1,0,2.33278396363331,3
1445,18,1,3,1,17.2206679994448,8,1,4,1,0,0,0,3.06771836984655,1
1446,17,0,0,2,11.3172614711924,29,0,4,0,1,0,0,0.869123386308555,4
1447,17,0,2,2,3.14471330188467,23,0,4,0,1,0,1,1.52050387738001,4
1448,16,0,0,2,13.8124548416268,3,0,3,1,1,1,1,3.28982314217598,1
1449,17,0,0,2,10.2686899425164,17,1,3,1,0,0,0,2.17573929267197,3
1450,16,0,2,2,13.0121304650421,13,0,1,0,0,0,0,1.85242869081694,4
1451,16,0,3,2,17.7937482514333,24,0,3,1,1,0,1,1.47728877039737,4
1452,16,0,3,0,8.80869141312092,3,0,0,0,0,0,0,2.87892686256804,2
1453,16,1,1,2,18.0235524643471,24,0,3,0,1,1,0,1.05805077209866,4
1454,16,1,0,2,15.0133802856331,9,0,2,0,0,0,1,2.57289042010417,2
1455,15,1,2,0,9.77209851755969,2,0,3,1,0,1,0,3.58773558707775,0
1456,17,1,0,1,12.0644427131593,22,0,0,1,1,0,1,1.30141801379926,4
1457,16,0,1,4,6.51162265038023,6,1,2,0,1,1,0,3.20949313590321,1
1458,18,1,0,2,19.6719459947755,9,0,2,0,0,0,0,2.5372306390537,2
1459,17,1,1,2,13.3470232610079,12,0,1,1,0,0,0,1.9893957592572,4
1460,17,0,0,3,0.876937049932598,3,1,2,0,1,1,0,3.00423330280109,1
1461,16,0,0,2,6.53243811496018,17,0,0,1,1,0,0,1.51351675587974,4
1462,15,1,3,2,12.4662886751812,10,0,2,0,0,0,1,2.17274055170098,3
1463,16,1,0,2,1.1266655559848,24,1,2,0,0,0,1,0.641649168624672,4
1464,15,0,1,3,0.477683826382855,3,0,3,0,1,0,0,2.753590231799,2
1465,18,1,0,2,9.00048479055605,23,0,2,1,0,1,0,1.03848835247087,4
1466,17,0,0,2,6.6538035938534,13,0,2,1,1,0,0,2.25501910293114,3
1467,18,0,0,1,8.76597216066332,17,0,4,0,0,0,0,1.6667022575216,4
1468,15,0,0,4,5.2538661976001,7,0,2,0,0,0,0,2.49945942963503,3
1469,15,0,2,2,3.29435493885962,26,1,2,0,0,0,0,0.278215459239072,4
1470,18,1,0,0,13.7828671396068,9,0,2,1,0,0,0,2.63759422813236,2
1471,15,0,3,3,10.291422325356,4,0,3,1,1,0,1,3.05712172821228,1
1472,18,0,1,2,4.00308422498734,22,0,2,1,1,0,0,1.36193282721191,4
1473,17,1,0,0,6.39178852519997,6,1,2,1,0,1,0,3.23893171773581,1
1474,18,0,1,2,11.8361581532665,11,1,3,1,1,0,0,2.57303438505675,2
1475,17,1,1,2,1.44458696544956,24,0,0,0,0,0,0,0,4
1476,18,1,2,3,2.94906018532359,2,1,3,0,1,0,1,3.14390987812102,1
1477,15,1,0,1,1.4649120821478,25,1,2,1,0,0,0,1.04646340029671,4
1478,18,0,0,3,16.2463466542824,3,0,2,0,0,0,1,2.86857422822081,2
1479,15,1,2,2,15.0481846642402,9,0,3,0,0,0,0,2.63944729157462,2
1480,18,1,3,0,15.0662586375851,3,0,1,0,0,0,0,2.66974993259634,2
1481,18,0,2,4,14.3265068695206,14,1,3,0,1,1,0,2.79488528253423,2
1482,16,1,0,2,13.3877084733974,28,1,4,0,0,0,1,1.18656972919231,4
1483,15,1,2,1,9.5398383075635,9,0,2,0,0,0,0,2.5201752585543,2
1484,16,1,0,2,12.8455632701423,20,0,4,0,0,1,0,1.60107848806826,4
1485,15,1,0,3,0.767231095759493,29,0,0,0,0,0,0,0,4
1486,16,1,0,1,12.4292884531357,21,1,3,0,0,1,0,1.59505475875544,4
1487,17,0,1,1,15.5575541107375,15,1,2,1,0,0,0,2.22200285309574,3
1488,18,1,0,1,10.0071672076878,14,0,2,0,0,0,1,1.61509314848367,4
1489,15,1,0,1,7.15026656854474,18,0,1,1,1,0,1,1.67591943071438,4
1490,15,0,2,2,5.54853469601958,28,0,2,1,0,0,0,0.21431950358434,4
1491,18,0,0,2,12.8560410032417,19,1,1,1,0,0,0,1.55676555690832,4
1492,15,0,0,1,13.8560239725982,18,0,4,1,1,0,0,2.15419935338993,3
1493,15,1,0,1,17.4193519972509,17,0,3,0,1,0,0,2.07066931239794,3
1494,16,0,3,1,6.84668164921981,25,1,1,0,1,0,0,0.567237106799995,4
1495,15,1,1,3,15.3954461477117,11,0,1,1,0,0,0,2.16268810792022,3
1496,17,1,0,1,11.2271164837868,24,1,3,0,0,1,0,1.29123042594309,4
1497,17,0,2,4,17.6567298135616,15,0,2,0,1,1,0,2.3401563891047,3
1498,18,0,2,2,10.5562421659124,0,0,1,0,0,0,0,2.92396974006305,2
1499,15,1,0,1,10.3525965679593,15,1,2,1,0,1,0,2.19014660177917,3
1500,18,0,1,3,11.5575416288182,1,0,2,0,0,0,0,3.07421419200713,1
1501,17,1,2,2,14.9863071028487,23,0,1,0,0,0,0,1.00943032184896,4
1502,15,0,1,2,19.2938095765692,14,0,3,1,1,0,0,2.1185006019239,3
1503,15,0,0,4,1.47126708431531,6,0,3,1,0,0,0,2.61534794763985,2
1504,18,0,2,0,1.06869204782034,27,0,0,0,1,1,0,0.415930507177843,4
1505,17,1,1,0,18.7510067481468,0,1,4,1,0,0,0,3.94709296422018,0
1506,15,0,0,2,10.5975125103641,4,1,2,0,1,0,0,3.01735322708325,1
1507,18,1,0,1,12.2980602913387,9,1,1,1,0,0,0,2.81378629105496,2
1508,17,1,0,1,9.64847203189458,21,0,1,0,0,0,0,0.76963612145607,4
1509,18,1,0,0,1.87314905214949,20,1,1,0,0,0,0,0.892266135167912,4
1510,16,1,2,0,15.3617875683733,3,1,2,1,1,0,0,3.66629082652748,0
1511,15,0,0,2,14.9444929017717,13,0,1,0,1,0,0,1.4015482387658,4
1512,16,1,0,1,6.23406642985624,12,0,2,0,0,0,1,1.42333833617522,4
1513,17,1,1,2,6.12478490456801,0,0,1,1,0,0,1,3.14964474352551,1
1514,16,0,0,2,16.7568276181104,15,1,3,0,1,0,1,2.35373115175654,3
1515,16,1,3,2,1.44714515482653,22,0,3,1,1,0,0,1.16135435133533,4
1516,17,0,0,0,17.6221029671313,8,1,2,0,0,0,0,2.64719598587369,2
1517,18,1,0,2,5.13323379791829,21,0,3,0,1,1,0,1.29899798484883,4
1518,16,0,0,0,11.8596949551099,15,1,4,1,0,0,0,2.64419736836015,2
1519,18,1,0,2,18.7198835800356,18,0,3,0,0,0,0,1.73798961872145,4
1520,16,0,0,3,13.5624500307329,14,0,2,0,0,0,0,2.01877689899652,3
1521,18,1,2,2,8.28859624934073,25,0,2,0,1,0,0,0.717780497596894,4
1522,17,1,3,2,13.7906841781083,13,0,3,1,0,0,0,2.26758440088839,3
1523,16,0,0,2,6.8795927263274,19,1,1,0,0,0,0,1.27149462296619,4
1524,17,0,1,1,5.54516832698372,9,1,2,0,1,0,0,2.62166689339297,2
1525,16,0,2,3,19.9336655586936,20,0,2,0,0,0,0,1.22852850525004,4
1526,17,0,2,3,15.0158046235958,11,0,3,0,1,0,1,2.49531236098415,3
1527,17,1,0,1,12.8943995476364,27,0,3,0,1,0,0,0.701761807833273,4
1528,16,1,0,2,7.10579286438638,0,0,2,1,1,1,0,3.8649768612964,0
1529,16,0,0,3,0.983216583100963,20,0,1,1,0,1,0,0.684651926072042,4
1530,16,1,2,4,0.621137520703112,16,1,4,0,0,0,0,1.88585022368373,4
1531,15,0,2,2,11.083625108976,8,1,0,0,1,0,0,2.32783276268069,3
1532,18,0,0,2,15.240654420781,22,0,0,1,0,1,0,0.88023281248432,4
1533,15,1,0,1,10.7475838088771,18,0,2,0,0,1,0,1.41198150690593,4
1534,15,1,3,4,16.8157014387823,24,0,3,0,1,1,1,1.6625318303754,4
1535,17,1,2,1,0.668530661864433,17,0,3,1,0,0,0,1.341598476825,4
1536,16,1,3,2,7.3350415285188,27,0,4,1,1,0,0,0.659202916327925,4
1537,18,1,2,1,4.74140782348356,6,0,1,0,0,1,0,2.15337120645785,3
1538,17,1,0,1,8.94545936314244,8,0,2,0,0,1,0,2.4431029199122,3
1539,15,1,1,2,1.44752786388245,21,0,1,0,0,0,0,0.270088554634174,4
1540,16,0,1,4,19.0826328314215,25,0,3,0,0,1,0,1.31672462334418,4
1541,17,0,0,0,4.46510802138722,20,0,2,1,0,0,0,0.817714202385621,4
1542,16,0,1,2,18.4461555096717,11,0,0,0,1,0,0,2.05694596974298,3
1543,17,0,2,0,8.51786310073364,6,1,3,1,0,0,0,3.21933334807461,1
1544,16,0,0,1,19.7104826651044,13,1,2,0,0,0,0,2.24087006003816,3
1545,15,1,2,2,11.0811676692042,14,1,2,0,1,0,0,1.91379979690134,4
1546,18,0,1,2,18.6166572835161,14,0,3,0,0,1,0,2.2403343764633,3
1547,15,0,3,1,0.106979773884457,5,0,1,1,0,0,0,2.25454758619172,3
1548,18,0,0,1,14.964776123618,20,0,1,1,1,1,0,1.89130042993889,4
1549,16,0,0,0,18.0610130620503,13,0,1,0,0,1,0,2.20622634147767,3
1550,17,0,1,1,2.79441133957908,1,1,2,0,1,0,0,3.33509815464201,1
1551,15,0,0,4,1.92251703464303,7,0,1,1,1,0,0,2.41198646147133,3
1552,18,0,2,3,8.49145214371911,12,0,3,0,1,0,0,2.16097851904206,3
1553,15,1,2,1,18.6735781226587,22,0,1,0,1,0,0,1.16539436312127,4
1554,18,1,0,2,10.8477312038088,5,0,4,0,0,0,0,2.58350063639477,2
1555,15,0,1,3,10.5491292744346,4,1,1,0,1,0,0,3.01706325594623,1
1556,18,1,1,0,2.82252236598644,4,0,1,1,1,0,1,2.57617469681858,2
1557,18,1,0,3,0.0157902218643757,24,0,1,0,0,0,0,0.233349880471507,4
1558,16,1,3,3,16.2028018149092,0,0,3,1,0,0,0,3.6465163889498,0
1559,18,1,2,0,1.75149125972476,8,1,2,1,1,0,0,2.6054252316173,2
1560,16,0,1,1,12.6769963747065,5,0,3,1,0,1,0,3.36692951538211,1
1561,18,1,2,4,18.2923290903038,19,0,3,0,1,0,0,1.583780257938,4
1562,17,1,0,2,4.17303826316862,25,0,4,0,0,1,0,0.776396705948381,4
1563,17,1,3,0,13.3054567247382,29,1,3,0,0,1,0,0.783486640015118,4
1564,17,0,1,1,1.57397153415019,6,0,0,0,0,1,0,2.32831171126172,3
1565,18,0,2,2,12.0751028767523,8,0,3,1,0,0,0,2.7184654357945,2
1566,16,0,2,2,3.27863441906406,4,1,4,1,0,0,0,3.24488220326618,1
1567,16,0,0,2,14.7190712103036,13,1,4,1,0,0,0,2.8656747490202,2
1568,18,0,2,4,6.02462589587816,4,0,1,0,0,0,0,2.32632675646665,3
1569,17,0,0,1,9.26782017609293,7,1,3,0,1,1,0,3.30306667864258,1
1570,17,0,0,2,11.9886108405524,6,0,1,0,0,0,0,2.48921823775653,3
1571,16,1,0,2,3.42546821332479,12,1,1,1,1,1,0,2.60026418690733,2
1572,17,1,3,2,14.8327563723524,12,0,3,0,0,0,0,2.11917149203481,3
1573,15,1,2,1,6.05280681273629,7,0,4,0,0,0,0,2.52269454789148,2
1574,16,0,2,4,13.2474371982551,10,1,2,0,0,0,0,2.47585411020025,3
1575,17,0,2,3,3.16566101398747,27,1,3,1,0,0,0,0.782809234051424,4
1576,16,0,1,2,13.762353184127,25,0,0,1,0,0,0,0.766404869492034,4
1577,15,0,3,2,2.56376145620924,17,1,0,1,0,0,0,1.28362207754783,4
1578,16,0,0,1,8.50712992539967,24,0,2,1,0,0,0,0.643145932750361,4
1579,16,1,0,2,4.94412147477754,18,1,2,0,0,0,0,1.6692302172984,4
1580,16,1,0,2,14.9675049885637,5,0,3,0,0,0,0,3.28207005059375,1
1581,16,0,2,2,5.24070009013749,21,0,2,0,1,0,0,0.743714016964717,4
1582,15,0,2,4,17.6343461279079,1,0,2,0,0,0,1,3.32506684317891,1
1583,18,0,0,2,17.8364042281323,27,0,2,1,1,0,1,1.18451976440166,4
1584,16,0,0,1,3.92882630445572,12,0,1,0,0,0,0,1.61653609874521,4
1585,16,1,2,2,12.2769189001545,22,0,4,0,0,0,0,1.5830839708839,4
1586,17,0,0,1,1.75435283439929,24,0,2,0,0,0,0,0.184251489090364,4
1587,16,0,2,1,7.83074199203258,27,1,2,0,0,0,0,0.472181042209025,4
1588,17,0,3,1,14.2664345900254,25,0,3,1,1,0,0,1.29935551780873,4
1589,18,0,0,2,13.1884649369983,10,0,2,0,0,0,1,2.37962828320693,3
1590,15,1,0,2,12.4940133881322,0,0,3,0,0,0,0,3.56628312996711,0
1591,15,0,2,2,5.65081727324887,23,0,1,0,0,0,0,0.278347570869634,4
1592,18,0,2,2,7.56049898868804,1,0,1,0,0,0,0,2.42154688277155,3
1593,15,1,1,2,2.05892289400572,29,0,4,0,1,0,1,0.617680423591372,4
1594,18,1,3,1,14.380456408672,16,0,3,0,0,0,0,1.80472665783738,4
1595,18,1,0,3,10.0777759358255,7,0,2,1,0,0,0,2.63520812963825,2
1596,18,0,1,1,14.1753126469131,1,0,3,0,0,0,1,3.43602538876957,1
1597,15,0,2,1,4.97887049593746,5,0,4,0,0,1,1,2.73737792616276,2
1598,17,1,2,2,6.48876457270132,21,1,1,1,0,0,1,1.14669607979526,4
1599,18,1,0,1,6.68430674520229,4,0,0,0,0,0,0,2.40526752576415,3
1600,16,1,2,0,0.514848194944324,15,1,2,0,0,1,0,1.52528204892619,4
1601,15,1,1,2,6.82095745661247,7,0,1,1,1,0,0,2.44615708063582,3
1602,18,1,0,2,16.0660914703607,18,1,1,1,0,1,0,1.95295301225495,4
1603,18,1,0,2,17.9459699149948,15,0,3,1,0,0,0,2.29308719138899,3
1604,16,0,2,4,10.3643663127185,12,0,0,0,0,1,0,1.47167202947976,4
1605,17,0,0,2,9.11003390438441,25,1,3,0,0,0,1,1.10671349775367,4
1606,17,0,0,3,0.616492373987405,19,0,2,0,1,0,1,1.20585697570564,4
1607,17,1,0,1,17.5840867517077,6,0,2,0,0,0,0,2.55907035501775,2
1608,18,1,2,2,0.260204268517454,15,0,3,1,1,1,0,2.45765102249571,3
1609,18,1,1,3,18.8950016042042,22,1,2,0,0,0,0,1.22674128577128,4
1610,18,1,2,2,9.78432497376181,15,0,1,0,0,0,1,1.59043309835654,4
1611,15,1,0,2,6.83868987149453,28,0,1,1,0,0,0,0.310669532597986,4
1612,16,1,1,1,18.4843686968532,11,1,3,1,0,0,0,2.77181065887049,2
1613,18,0,1,0,0.487819862201935,13,0,1,1,0,0,0,1.5826829916644,4
1614,16,0,2,2,11.6284978973817,23,1,0,1,0,0,1,1.10558709814311,4
1615,16,1,3,1,10.9786504899868,17,0,4,0,0,0,0,2.30029613516737,3
1616,17,0,0,3,4.38640802422764,26,1,4,1,1,0,0,0.991883698047661,4
1617,15,1,1,1,8.57774862700421,27,0,2,0,1,1,1,0.165110621551877,4
1618,18,0,0,4,13.0452801188754,17,0,0,0,0,0,0,0.989329920598756,4
1619,17,1,1,4,14.5426239376386,15,0,3,1,0,1,0,2.23025352133379,3
1620,17,1,0,1,0.0143371741315956,19,0,3,1,0,0,0,1.38352807789466,4
1621,18,0,0,1,18.7370686018203,15,0,1,1,1,0,0,2.13140526298108,3
1622,16,0,0,3,3.29050744785625,12,0,1,1,0,1,0,1.86827692299816,4
1623,17,1,1,4,4.67160868444718,25,0,3,1,0,1,0,1.24748194363828,4
1624,16,1,0,2,5.26946891387697,28,0,4,0,0,0,0,0.299907547598506,4
1625,15,0,2,1,0.756402731040706,8,0,3,1,0,0,1,2.70519569479455,2
1626,16,0,0,2,2.4610424718065,25,0,1,1,1,1,0,0.897938092080014,4
1627,15,1,0,2,19.7269984588832,27,0,2,1,1,0,0,1.39173179136259,4
1628,16,0,2,1,6.30433474754572,8,0,3,0,0,0,0,2.15054616599322,3
1629,17,1,0,2,2.30602180678099,12,0,1,0,0,0,0,1.44874124152656,4
1630,17,1,0,0,2.13982522349247,28,0,1,1,0,1,0,0,4
1631,15,1,1,0,14.3891993533994,3,1,1,0,0,0,0,3.09171502835648,1
1632,18,1,0,1,17.0913732806528,8,0,2,0,0,0,0,2.57692769545217,2
1633,15,0,0,1,5.1390459901694,14,0,2,0,0,0,0,1.95587252656284,4
1634,15,0,0,1,0.418190246704699,13,0,3,0,1,0,0,1.87870834432266,4
1635,16,0,3,2,4.46180036890712,18,1,3,1,1,0,0,1.63040013160605,4
1636,16,0,1,1,1.13031381593515,11,0,4,0,0,1,0,2.37274811036067,3
1637,15,0,1,1,2.06789873260083,20,1,3,1,0,0,0,1.27937061147685,4
1638,17,0,1,1,8.63016239695285,25,0,1,0,0,0,1,0.155004788411154,4
1639,16,0,0,4,4.59836741723265,24,1,2,0,1,1,1,1.27834703366972,4
1640,18,1,0,2,10.3189175705085,5,0,2,0,1,0,0,2.6559935659148,2
1641,16,0,2,2,5.06987506514381,2,0,0,1,0,1,0,2.68231605262702,2
